No.,Mark,Card name,Type,Rarity
110/098,I,Kangaskhan,Colorless,AR
111/098,I,Arbolivaex,Grass,SR
112/098,I,Team Rocket's Moltresex,Fire,SR
113/098,I,Cetitanex,Water,SR
114/098,I,Team Rocket's Mewtwoex,Psychic,SR
115/098,I,Regirockex,Fighting,SR
116/098,I,Team Rocket's Nidokingex,Darkness,SR
117/098,I,Team Rocket's Crobatex,Darkness,SR
118/098,I,Team Rocket's Persianex,Colorless,SR
119/098,I,Team Rocket's Ariana,Su,SR
120/098,I,Team Rocket's Archer,Su,SR
121/098,I,Team Rocket's Giovanni,Su,SR
122/098,I,Team Rocket's Petrel,Su,SR
123/098,I,Team Rocket's Proton,Su,SR
124/098,I,Team Rocket's Moltresex,Fire,SAR
125/098,I,Team Rocket's Mewtwoex,Psychic,SAR
126/098,I,Team Rocket's Nidokingex,Darkness,SAR
127/098,I,Team Rocket's Crobatex,Darkness,SAR
128/098,I,Team Rocket's Ariana,Su,SAR
129/098,I,Team Rocket's Giovanni,Su,SAR
130/098,I,Team Rocket's Mewtwoex,Psychic,UR
131/098,I,Team Rocket's Crobatex,Darkness,UR
132/098,H,Jamming Tower,St,UR
