No.,Mark,Card name,Type,Rarity
186/173,C,Togepi & Cleffa & IgglybuffTag Team GX,Fairy,SR
187/173,C,EeveeGX,Colorless,SR
188/173,C,EeveeGX,Colorless,SR
189/173,C,Will,Su,SR
190/173,C,Erika's Hospitality,Su,SR
191/173,C,Misty & Lorelei,Su,SR
192/173,B,Sightseer,Su,SR
193/173,C,Blue's Tactics,Su,SR
194/173,C,Bellelba & Brycen-Man,Su,SR
195/173,C,Hapu,Su,SR
196/173,C,Green's Exploration,Su,SR
197/173,C,Roxie,Su,SR
198/173,B,Mina,Su,SR
199/173,C,Clay,Su,SR
200/173,C,Welder,Su,SR
201/173,C,Red's Challenge,Su,SR
202/173,—,Grass Energy,Grass E,SR
203/173,—,Fire Energy,Fire E,SR
204/173,—,Water Energy,Water E,SR
205/173,—,Lightning Energy,Lightning E,SR
206/173,—,Psychic Energy,Psychic E,SR
207/173,—,Fighting Energy,Fighting E,SR
208/173,—,Darkness Energy,Darkness E,SR
209/173,—,Metal Energy,Metal E,SR
210/173,—,Fairy Energy,Fairy E,SR
211/173,C,WishiwashiGX,Water,HR
212/173,C,Espeon & DeoxysTag Team GX,Psychic,HR
213/173,C,Trevenant & DusknoirTag Team GX,Psychic,HR
214/173,C,JirachiGX,Psychic,HR
215/173,C,Umbreon & DarkraiTag Team GX,Darkness,HR
216/173,C,WeavileGX,Darkness,HR
217/173,C,MelmetalGX,Metal,HR
218/173,C,Togepi & Cleffa & IgglybuffTag Team GX,Fairy,HR
219/173,C,EeveeGX,Colorless,HR
220/173,C,Reshiram & CharizardTag Team GX,Fire,UR
221/173,C,Pikachu & ZekromTag Team GX,Lightning,UR
222/173,C,Mewtwo & MewTag Team GX,Psychic,UR
223/173,C,Greninja & ZoroarkTag Team GX,Darkness,UR
224/173,C,Lucario & MelmetalTag Team GX,Metal,UR
225/173,C,Garchomp & GiratinaTag Team GX,Dragon,UR
226/173,C,Moltres & Zapdos & ArticunoTag Team GX,Colorless,UR
—,—,Grass Energy,Grass E,—
—,—,Fire Energy,Fire E,—
—,—,Water Energy,Water E,—
—,—,Lightning Energy,Lightning E,—
—,—,Psychic Energy,Psychic E,—
—,—,Fighting Energy,Fighting E,—
—,—,Darkness Energy,Darkness E,—
—,—,Metal Energy,Metal E,—
—,—,Fairy Energy,Fairy E,—
