legendary,baby,mythical,name,name_ja,num,gen,primary_type,secondary_type
false,false,false,Hoppip,ハネッコ,187,2,grass,flying
false,false,false,Skiploom,ポポッコ,188,2,grass,flying
false,false,false,Jumpluff,ワタッコ,189,2,grass,flying
false,false,false,Aipom,エイパム,190,2,normal,undefined
false,false,false,Sunkern,ヒマナッツ,191,2,grass,undefined
false,false,false,Sunflora,キマワリ,192,2,grass,undefined
false,false,false,Yanma,ヤンヤンマ,193,2,bug,flying
false,false,false,Wooper,ウパー,194,2,water,ground
false,false,false,Quagsire,ヌオー,195,2,water,ground
false,false,false,Espeon,エーフィ,196,2,psychic,undefined
false,false,false,Umbreon,ブラッキー,197,2,dark,undefined
false,false,false,Murkrow,ヤミカラス,198,2,dark,flying
false,false,false,Slowking,ヤドキング,199,2,water,psychic
false,false,false,Misdreavus,ムウマ,200,2,ghost,undefined
false,false,false,Unown,アンノーン,201,2,psychic,undefined
false,false,false,Wobbuffet,ソーナンス,202,2,psychic,undefined
false,false,false,Girafarig,キリンリキ,203,2,normal,psychic
false,false,false,Pineco,クヌギダマ,204,2,bug,undefined
false,false,false,Forretress,フォレトス,205,2,bug,steel
false,false,false,Dunsparce,ノコッチ,206,2,normal,undefined
false,false,false,Gligar,グライガー,207,2,ground,flying
false,false,false,Steelix,ハガネール,208,2,steel,ground
false,false,false,Snubbull,ブルー,209,2,fairy,undefined
false,false,false,Granbull,グランブル,210,2,fairy,undefined
false,false,false,Qwilfish,ハリーセン,211,2,water,poison
false,false,false,Scizor,ハッサム,212,2,bug,steel
false,false,false,Shuckle,ツボツボ,213,2,bug,rock
false,false,false,Heracross,ヘラクロス,214,2,bug,fighting
false,false,false,Sneasel,ニューラ,215,2,dark,ice
false,false,false,Teddiursa,ヒメグマ,216,2,normal,undefined
false,false,false,Ursaring,リングマ,217,2,normal,undefined
false,false,false,Slugma,マグマッグ,218,2,fire,undefined
false,false,false,Magcargo,マグカルゴ,219,2,fire,rock
false,false,false,Swinub,ウリムー,220,2,ice,ground
false,false,false,Piloswine,イノムー,221,2,ice,ground
false,false,false,Corsola,サニーゴ,222,2,water,rock
false,false,false,Remoraid,テッポウオ,223,2,water,undefined
false,false,false,Octillery,オクタン,224,2,water,undefined
false,false,false,Delibird,デリバード,225,2,ice,flying
false,false,false,Mantine,マンタイン,226,2,water,flying
false,false,false,Skarmory,エアームド,227,2,steel,flying
false,false,false,Houndour,デルビル,228,2,dark,fire
false,false,false,Houndoom,ヘルガー,229,2,dark,fire
false,false,false,Kingdra,キングドラ,230,2,water,dragon
false,false,false,Phanpy,ゴマゾウ,231,2,ground,undefined
false,false,false,Donphan,ドンファン,232,2,ground,undefined
false,false,false,Porygon2,ポリゴン２,233,2,normal,undefined
false,false,false,Stantler,オドシシ,234,2,normal,undefined
false,false,false,Smeargle,ドーブル,235,2,normal,undefined
false,true,false,Tyrogue,バルキー,236,2,fighting,undefined
false,false,false,Hitmontop,カポエラー,237,2,fighting,undefined
false,true,false,Smoochum,ムチュール,238,2,ice,psychic
false,true,false,Elekid,エレキッド,239,2,electric,undefined
false,true,false,Magby,ブビィ,240,2,fire,undefined
false,false,false,Miltank,ミルタンク,241,2,normal,undefined
false,false,false,Blissey,ハピナス,242,2,normal,undefined
true,false,false,Raikou,ライコウ,243,2,electric,undefined
true,false,false,Entei,エンテイ,244,2,fire,undefined
true,false,false,Suicune,スイクン,245,2,water,undefined
false,false,false,Larvitar,ヨーギラス,246,2,rock,ground
false,false,false,Pupitar,サナギラス,247,2,rock,ground
false,false,false,Tyranitar,バンギラス,248,2,rock,dark
true,false,false,Lugia,ルギア,249,2,psychic,flying
true,false,false,Ho-Oh,ホウオウ,250,2,fire,flying
false,false,true,Celebi,セレビィ,251,2,psychic,grass
false,false,false,Treecko,キモリ,252,3,grass,undefined
false,false,false,Grovyle,ジュプトル,253,3,grass,undefined
false,false,false,Sceptile,ジュカイン,254,3,grass,undefined
false,false,false,Torchic,アチャモ,255,3,fire,undefined
false,false,false,Combusken,ワカシャモ,256,3,fire,fighting
false,false,false,Blaziken,バシャーモ,257,3,fire,fighting
false,false,false,Mudkip,ミズゴロウ,258,3,water,undefined
false,false,false,Marshtomp,ヌマクロー,259,3,water,ground
false,false,false,Swampert,ラグラージ,260,3,water,ground
false,false,false,Poochyena,ポチエナ,261,3,dark,undefined
false,false,false,Mightyena,グラエナ,262,3,dark,undefined
false,false,false,Zigzagoon,ジグザグマ,263,3,normal,undefined
false,false,false,Linoone,マッスグマ,264,3,normal,undefined
false,false,false,Wurmple,ケムッソ,265,3,bug,undefined
false,false,false,Silcoon,カラサリス,266,3,bug,undefined
false,false,false,Beautifly,アゲハント,267,3,bug,flying
false,false,false,Cascoon,マユルド,268,3,bug,undefined
false,false,false,Dustox,ドクケイル,269,3,bug,poison
false,false,false,Lotad,ハスボー,270,3,water,grass
false,false,false,Lombre,ハスブレロ,271,3,water,grass
false,false,false,Ludicolo,ルンパッパ,272,3,water,grass
false,false,false,Seedot,タネボー,273,3,grass,undefined
false,false,false,Nuzleaf,コノハナ,274,3,grass,dark
false,false,false,Shiftry,ダーテング,275,3,grass,dark
false,false,false,Taillow,スバメ,276,3,normal,flying
false,false,false,Swellow,オオスバメ,277,3,normal,flying
false,false,false,Wingull,キャモメ,278,3,water,flying
false,false,false,Pelipper,ペリッパー,279,3,water,flying
false,false,false,Ralts,ラルトス,280,3,psychic,fairy
false,false,false,Kirlia,キルリア,281,3,psychic,fairy
false,false,false,Gardevoir,サーナイト,282,3,psychic,fairy
false,false,false,Surskit,アメタマ,283,3,bug,water
false,false,false,Masquerain,アメモース,284,3,bug,flying
false,false,false,Shroomish,キノココ,285,3,grass,undefined
false,false,false,Breloom,キノガッサ,286,3,grass,fighting
false,false,false,Slakoth,ナマケロ,287,3,normal,undefined
false,false,false,Vigoroth,ヤルキモノ,288,3,normal,undefined
false,false,false,Slaking,ケッキング,289,3,normal,undefined
false,false,false,Nincada,ツチニン,290,3,bug,ground
false,false,false,Ninjask,テッカニン,291,3,bug,flying
false,false,false,Shedinja,ヌケニン,292,3,bug,ghost
false,false,false,Whismur,ゴニョニョ,293,3,normal,undefined
false,false,false,Loudred,ドゴーム,294,3,normal,undefined
false,false,false,Exploud,バクオング,295,3,normal,undefined
false,false,false,Makuhita,マクノシタ,296,3,fighting,undefined
false,false,false,Hariyama,ハリテヤマ,297,3,fighting,undefined
false,true,false,Azurill,ルリリ,298,3,normal,fairy
false,false,false,Nosepass,ノズパス,299,3,rock,undefined
false,false,false,Skitty,エネコ,300,3,normal,undefined
false,false,false,Delcatty,エネコロロ,301,3,normal,undefined
false,false,false,Sableye,ヤミラミ,302,3,dark,ghost
false,false,false,Mawile,クチート,303,3,steel,fairy
false,false,false,Aron,ココドラ,304,3,steel,rock
false,false,false,Lairon,コドラ,305,3,steel,rock
false,false,false,Aggron,ボスゴドラ,306,3,steel,rock
false,false,false,Meditite,アサナン,307,3,fighting,psychic
false,false,false,Medicham,チャーレム,308,3,fighting,psychic
false,false,false,Electrike,ラクライ,309,3,electric,undefined
false,false,false,Manectric,ライボルト,310,3,electric,undefined
false,false,false,Plusle,プラスル,311,3,electric,undefined
false,false,false,Minun,マイナン,312,3,electric,undefined
false,false,false,Volbeat,バルビート,313,3,bug,undefined
false,false,false,Illumise,イルミーゼ,314,3,bug,undefined
false,false,false,Roselia,ロゼリア,315,3,grass,poison
false,false,false,Gulpin,ゴクリン,316,3,poison,undefined
false,false,false,Swalot,マルノーム,317,3,poison,undefined
false,false,false,Carvanha,キバニア,318,3,water,dark
false,false,false,Sharpedo,サメハダー,319,3,water,dark
false,false,false,Wailmer,ホエルコ,320,3,water,undefined
false,false,false,Wailord,ホエルオー,321,3,water,undefined
false,false,false,Numel,ドンメル,322,3,fire,ground
false,false,false,Camerupt,バクーダ,323,3,fire,ground
false,false,false,Torkoal,コータス,324,3,fire,undefined
false,false,false,Spoink,バネブー,325,3,psychic,undefined
false,false,false,Grumpig,ブーピッグ,326,3,psychic,undefined
false,false,false,Spinda,パッチール,327,3,normal,undefined
false,false,false,Trapinch,ナックラー,328,3,ground,undefined
false,false,false,Vibrava,ビブラーバ,329,3,ground,dragon
false,false,false,Flygon,フライゴン,330,3,ground,dragon
false,false,false,Cacnea,サボネア,331,3,grass,undefined
false,false,false,Cacturne,ノクタス,332,3,grass,dark
false,false,false,Swablu,チルット,333,3,normal,flying
false,false,false,Altaria,チルタリス,334,3,dragon,flying
false,false,false,Zangoose,ザングース,335,3,normal,undefined
false,false,false,Seviper,ハブネーク,336,3,poison,undefined
false,false,false,Lunatone,ルナトーン,337,3,rock,psychic
false,false,false,Solrock,ソルロック,338,3,rock,psychic
false,false,false,Barboach,ドジョッチ,339,3,water,ground
false,false,false,Whiscash,ナマズン,340,3,water,ground
false,false,false,Corphish,ヘイガニ,341,3,water,undefined
false,false,false,Crawdaunt,シザリガー,342,3,water,dark
false,false,false,Baltoy,ヤジロン,343,3,ground,psychic
false,false,false,Claydol,ネンドール,344,3,ground,psychic
false,false,false,Lileep,リリーラ,345,3,rock,grass
false,false,false,Cradily,ユレイドル,346,3,rock,grass
false,false,false,Anorith,アノプス,347,3,rock,bug
false,false,false,Armaldo,アーマルド,348,3,rock,bug
false,false,false,Feebas,ヒンバス,349,3,water,undefined
false,false,false,Milotic,ミロカロス,350,3,water,undefined
false,false,false,Castform,ポワルン,351,3,normal,undefined
false,false,false,Kecleon,カクレオン,352,3,normal,undefined
false,false,false,Shuppet,カゲボウズ,353,3,ghost,undefined
false,false,false,Banette,ジュペッタ,354,3,ghost,undefined
false,false,false,Duskull,ヨマワル,355,3,ghost,undefined
false,false,false,Dusclops,サマヨール,356,3,ghost,undefined
false,false,false,Tropius,トロピウス,357,3,grass,flying
false,false,false,Chimecho,チリーン,358,3,psychic,undefined
false,false,false,Absol,アブソル,359,3,dark,undefined
false,true,false,Wynaut,ソーナノ,360,3,psychic,undefined
false,false,false,Snorunt,ユキワラシ,361,3,ice,undefined
false,false,false,Glalie,オニゴーリ,362,3,ice,undefined
false,false,false,Spheal,タマザラシ,363,3,ice,water
false,false,false,Sealeo,トドグラー,364,3,ice,water
false,false,false,Walrein,トドゼルガ,365,3,ice,water
false,false,false,Clamperl,パールル,366,3,water,undefined
false,false,false,Huntail,ハンテール,367,3,water,undefined
false,false,false,Gorebyss,サクラビス,368,3,water,undefined
false,false,false,Relicanth,ジーランス,369,3,water,rock
false,false,false,Luvdisc,ラブカス,370,3,water,undefined
false,false,false,Bagon,タツベイ,371,3,dragon,undefined
false,false,false,Shelgon,コモルー,372,3,dragon,undefined
false,false,false,Salamence,ボーマンダ,373,3,dragon,flying
false,false,false,Beldum,ダンバル,374,3,steel,psychic
false,false,false,Metang,メタング,375,3,steel,psychic
false,false,false,Metagross,メタグロス,376,3,steel,psychic
true,false,false,Regirock,レジロック,377,3,rock,undefined
true,false,false,Regice,レジアイス,378,3,ice,undefined
true,false,false,Registeel,レジスチル,379,3,steel,undefined
true,false,false,Latias,ラティアス,380,3,dragon,psychic
true,false,false,Latios,ラティオス,381,3,dragon,psychic
true,false,false,Kyogre,カイオーガ,382,3,water,undefined
true,false,false,Groudon,グラードン,383,3,ground,undefined
true,false,false,Rayquaza,レックウザ,384,3,dragon,flying
false,false,true,Jirachi,ジラーチ,385,3,steel,psychic
false,false,true,Deoxys,デオキシス,386,3,psychic,undefined
false,false,false,Turtwig,ナエトル,387,4,grass,undefined
false,false,false,Grotle,ハヤシガメ,388,4,grass,undefined
false,false,false,Torterra,ドダイトス,389,4,grass,ground
false,false,false,Chimchar,ヒコザル,390,4,fire,undefined
false,false,false,Monferno,モウカザル,391,4,fire,fighting
false,false,false,Infernape,ゴウカザル,392,4,fire,fighting
false,false,false,Piplup,ポッチャマ,393,4,water,undefined
false,false,false,Prinplup,ポッタイシ,394,4,water,undefined
false,false,false,Empoleon,エンペルト,395,4,water,steel
false,false,false,Starly,ムックル,396,4,normal,flying
false,false,false,Staravia,ムクバード,397,4,normal,flying
false,false,false,Staraptor,ムクホーク,398,4,normal,flying
false,false,false,Bidoof,ビッパ,399,4,normal,undefined
false,false,false,Bibarel,ビーダル,400,4,normal,water
false,false,false,Kricketot,コロボーシ,401,4,bug,undefined
false,false,false,Kricketune,コロトック,402,4,bug,undefined
false,false,false,Shinx,コリンク,403,4,electric,undefined
false,false,false,Luxio,ルクシオ,404,4,electric,undefined
false,false,false,Luxray,レントラー,405,4,electric,undefined
false,true,false,Budew,スボミー,406,4,grass,poison
false,false,false,Roserade,ロズレイド,407,4,grass,poison
false,false,false,Cranidos,ズガイドス,408,4,rock,undefined
false,false,false,Rampardos,ラムパルド,409,4,rock,undefined
false,false,false,Shieldon,タテトプス,410,4,rock,steel
false,false,false,Bastiodon,トリデプス,411,4,rock,steel
false,false,false,Burmy,ミノムッチ,412,4,bug,undefined
false,false,false,Wormadam,ミノマダム,413,4,bug,grass
false,false,false,Mothim,ガーメイル,414,4,bug,flying
false,false,false,Combee,ミツハニー,415,4,bug,flying
false,false,false,Vespiquen,ビークイン,416,4,bug,flying
false,false,false,Pachirisu,パチリス,417,4,electric,undefined
false,false,false,Buizel,ブイゼル,418,4,water,undefined
false,false,false,Floatzel,フローゼル,419,4,water,undefined
false,false,false,Cherubi,チェリンボ,420,4,grass,undefined
false,false,false,Cherrim,チェリム,421,4,grass,undefined
false,false,false,Shellos,カラナクシ,422,4,water,undefined
false,false,false,Gastrodon,トリトドン,423,4,water,ground
false,false,false,Ambipom,エテボース,424,4,normal,undefined
false,false,false,Drifloon,フワンテ,425,4,ghost,flying
false,false,false,Drifblim,フワライド,426,4,ghost,flying
false,false,false,Buneary,ミミロル,427,4,normal,undefined
false,false,false,Lopunny,ミミロップ,428,4,normal,undefined
false,false,false,Mismagius,ムウマージ,429,4,ghost,undefined
false,false,false,Honchkrow,ドンカラス,430,4,dark,flying
false,false,false,Glameow,ニャルマー,431,4,normal,undefined
false,false,false,Purugly,ブニャット,432,4,normal,undefined
false,true,false,Chingling,リーシャン,433,4,psychic,undefined
false,false,false,Stunky,スカンプー,434,4,poison,dark
false,false,false,Skuntank,スカタンク,435,4,poison,dark
false,false,false,Bronzor,ドーミラー,436,4,steel,psychic
false,false,false,Bronzong,ドータクン,437,4,steel,psychic
false,true,false,Bonsly,ウソハチ,438,4,rock,undefined
false,true,false,Mime Jr.,マネネ,439,4,psychic,fairy
false,true,false,Happiny,ピンプク,440,4,normal,undefined
false,false,false,Chatot,ペラップ,441,4,normal,flying
false,false,false,Spiritomb,ミカルゲ,442,4,ghost,dark
false,false,false,Gible,フカマル,443,4,dragon,ground
false,false,false,Gabite,ガバイト,444,4,dragon,ground
false,false,false,Garchomp,ガブリアス,445,4,dragon,ground
false,true,false,Munchlax,ゴンベ,446,4,normal,undefined
false,true,false,Riolu,リオル,447,4,fighting,undefined
false,false,false,Lucario,ルカリオ,448,4,fighting,steel
false,false,false,Hippopotas,ヒポポタス,449,4,ground,undefined
false,false,false,Hippowdon,カバルドン,450,4,ground,undefined
false,false,false,Skorupi,スコルピ,451,4,poison,bug
false,false,false,Drapion,ドラピオン,452,4,poison,dark
false,false,false,Croagunk,グレッグル,453,4,poison,fighting
false,false,false,Toxicroak,ドクロッグ,454,4,poison,fighting
false,false,false,Carnivine,マスキッパ,455,4,grass,undefined
false,false,false,Finneon,ケイコウオ,456,4,water,undefined
false,false,false,Lumineon,ネオラント,457,4,water,undefined
false,true,false,Mantyke,タマンタ,458,4,water,flying
false,false,false,Snover,ユキカブリ,459,4,grass,ice
false,false,false,Abomasnow,ユキノオー,460,4,grass,ice
false,false,false,Weavile,マニューラ,461,4,dark,ice
false,false,false,Magnezone,ジバコイル,462,4,electric,steel
false,false,false,Lickilicky,ベロベルト,463,4,normal,undefined
false,false,false,Rhyperior,ドサイドン,464,4,ground,rock
false,false,false,Tangrowth,モジャンボ,465,4,grass,undefined
false,false,false,Electivire,エレキブル,466,4,electric,undefined
false,false,false,Magmortar,ブーバーン,467,4,fire,undefined
false,false,false,Togekiss,トゲキッス,468,4,fairy,flying
false,false,false,Yanmega,メガヤンマ,469,4,bug,flying
false,false,false,Leafeon,リーフィア,470,4,grass,undefined
false,false,false,Glaceon,グレイシア,471,4,ice,undefined
false,false,false,Gliscor,グライオン,472,4,ground,flying
false,false,false,Mamoswine,マンムー,473,4,ice,ground
false,false,false,Porygon-Z,ポリゴンＺ,474,4,normal,undefined
false,false,false,Gallade,エルレイド,475,4,psychic,fighting
false,false,false,Probopass,ダイノーズ,476,4,rock,steel
false,false,false,Dusknoir,ヨノワール,477,4,ghost,undefined
false,false,false,Froslass,ユキメノコ,478,4,ice,ghost
false,false,false,Rotom,ロトム,479,4,electric,ghost
true,false,false,Uxie,ユクシー,480,4,psychic,undefined
true,false,false,Mesprit,エムリット,481,4,psychic,undefined
true,false,false,Azelf,アグノム,482,4,psychic,undefined
true,false,false,Dialga,ディアルガ,483,4,steel,dragon
true,false,false,Palkia,パルキア,484,4,water,dragon
true,false,false,Heatran,ヒードラン,485,4,fire,steel
true,false,false,Regigigas,レジギガス,486,4,normal,undefined
true,false,false,Giratina,ギラティナ,487,4,ghost,dragon
