No.,Mark,Card name,Type,Rarity
159/187,H,Maximum Belt,PT,ACE
160/187,G,Technical Machine: Evolution,PT,—
161/187,G,Technical Machine: Devolution,PT,—
162/187,H,Larry's Skill,Su,—
163/187,H,Crispin,Su,—
164/187,H,Colress's Tenacity,Su,—
165/187,H,Ciphermaniac's Codebreaking,Su,—
166/187,H,Janine's Secret Art,Su,—
167/187,G,Professor Sada's Vitality,Su,—
168/187,H,Lana's Aid,Su,—
169/187,H,Kieran,Su,—
170/187,H,Carmine,Su,—
171/187,H,Lacey,Su,—
172/187,H,Explorer's Guidance,Su,—
173/187,H,Amarys,Su,—
174/187,H,Friends in Paldea,Su,—
175/187,G,Professor Turo's Scenario,Su,—
176/187,H,Briar,Su,—
177/187,H,Bianca's Devotion,Su,—
178/187,H,Morty's Conviction,Su,—
179/187,G,Mela,Su,—
180/187,H,Festival Grounds,St,—
181/187,H,Jamming Tower,St,—
182/187,H,Area Zero Underdepths,St,—
183/187,G,Moonlit Hill,St,—
184/187,H,Neutralization Zone,St,ACE
185/187,G,Jet Energy,Colorless E,—
186/187,H,Mist Energy,Colorless E,—
187/187,H,Legacy Energy,Rainbow E,ACE
188/187,H,Larry's Skill,Su,SR
189/187,G,Ortega,Su,SR
190/187,G,Brassius,Su,SR
191/187,G,Atticus,Su,SR
192/187,G,Atticus,Su,SR
193/187,H,Tyme,Su,SR
194/187,H,Amarys,Su,SR
195/187,H,Friends in Paldea,Su,SR
196/187,G,Giacomo,Su,SR
197/187,H,Eri,Su,SR
198/187,G,Mela,Su,SR
199/187,G,Raifort,Su,SR
200/187,H,Leafeonex,Grass,SAR
201/187,H,Teal Mask Ogerponex,Grass,SAR
202/187,H,Flareonex,Fire,SAR
203/187,H,Ceruledgeex,Fire,SAR
204/187,H,Hearthflame Mask Ogerponex,Fire,SAR
205/187,H,Vaporeonex,Water,SAR
206/187,H,Glaceonex,Water,SAR
207/187,H,Palafinex,Water,SAR
208/187,H,Wellspring Mask Ogerponex,Water,SAR
209/187,H,Jolteonex,Lightning,SAR
210/187,G,Iron Handsex,Lightning,SAR
211/187,H,Espeonex,Psychic,SAR
212/187,H,Sylveonex,Psychic,SAR
213/187,G,Iron Valiantex,Psychic,SAR
214/187,H,Iron Crownex,Psychic,SAR
215/187,G,Sandy Shocksex,Fighting,SAR
216/187,H,Cornerstone Mask Ogerponex,Fighting,SAR
217/187,H,Umbreonex,Darkness,SAR
218/187,G,Roaring Moonex,Darkness,SAR
219/187,H,Pecharuntex,Darkness,SAR
220/187,G,Gholdengoex,Metal,SAR
221/187,H,Dragapultex,Dragon,SAR
222/187,H,Raging Boltex,Dragon,SAR
223/187,H,Eeveeex,Colorless,SAR
224/187,H,Eeveeex,Colorless,SAR
225/187,H,Bloodmoon Ursalunaex,Colorless,SAR
226/187,H,Terapagosex,Colorless,SAR
227/187,H,Crispin,Su,SAR
228/187,H,Janine's Secret Art,Su,SAR
229/187,H,Drayton,Su,SAR
230/187,H,Kieran,Su,SAR
231/187,H,Lacey,Su,SAR
232/187,H,Amarys,Su,SAR
233/187,H,Iron Leavesex,Grass,UR
234/187,H,Teal Mask Ogerponex,Grass,UR
235/187,H,Walking Wakeex,Water,UR
236/187,H,Pikachuex,Lightning,UR
237/187,H,Terapagosex,Colorless,UR
