No.,Mark,Card name,Type,Rarity
190/184,D,Kingdra,Water,CHR
191/184,E,Octillery,Water,CHR
192/184,D,Frosmoth,Water,CHR
193/184,D,Jolteon,Lightning,CHR
194/184,E,Flaaffy,Lightning,CHR
195/184,D,Zekrom,Lightning,CHR
196/184,E,Gardevoir,Psychic,CHR
197/184,E,Banette,Psychic,CHR
198/184,D,Dusknoir,Psychic,CHR
199/184,E,Malamar,Psychic,CHR
200/184,E,Dedenne,Psychic,CHR
201/184,E,Alcremie,Psychic,CHR
202/184,E,Rockruff,Fighting,CHR
203/184,E,Passimian,Fighting,CHR
204/184,E,Falinks,Fighting,CHR
205/184,D,Ariados,Darkness,CHR
206/184,E,Houndoom,Darkness,CHR
207/184,D,Galarian Obstagoon,Darkness,CHR
208/184,E,Bronzong,Metal,CHR
209/184,E,Druddigon,Dragon,CHR
210/184,E,Eevee,Colorless,CHR
211/184,E,Castform,Colorless,CHR
212/184,D,Oranguru,Colorless,CHR
213/184,E,KricketuneV,Grass,CSR
214/184,D,OrbeetleV,Grass,CSR
215/184,D,OrbeetleVMAX,Grass,CSR
216/184,E,BlazikenV,Fire,CSR
217/184,E,BlazikenVMAX,Fire,CSR
218/184,D,CentiskorchV,Fire,CSR
219/184,D,CentiskorchVMAX,Fire,CSR
220/184,E,Ice Rider CalyrexV,Water,CSR
221/184,E,Ice Rider CalyrexVMAX,Water,CSR
222/184,D,PikachuV,Lightning,CSR
223/184,D,PikachuVMAX,Lightning,CSR
224/184,E,ZeraoraV,Lightning,CSR
225/184,D,BoltundV,Lightning,CSR
226/184,E,MorpekoV-UNION,Lightning,CSR
227/184,E,MorpekoV-UNION,Lightning,CSR
228/184,E,MorpekoV-UNION,Lightning,CSR
229/184,E,MorpekoV-UNION,Lightning,CSR
230/184,E,Galarian ArticunoV,Psychic,CSR
231/184,E,SylveonV,Psychic,CSR
232/184,E,SylveonVMAX,Psychic,CSR
233/184,E,MimikyuV,Psychic,CSR
234/184,E,MimikyuVMAX,Psychic,CSR
235/184,E,Shadow Rider CalyrexV,Psychic,CSR
236/184,E,Shadow Rider CalyrexVMAX,Psychic,CSR
237/184,E,Galarian ZapdosV,Fighting,CSR
238/184,E,Single Strike UrshifuV,Fighting,CSR
239/184,E,Single Strike UrshifuVMAX,Fighting,CSR
240/184,E,Rapid Strike UrshifuV,Fighting,CSR
241/184,E,Rapid Strike UrshifuVMAX,Fighting,CSR
242/184,E,Galarian MoltresV,Darkness,CSR
243/184,D,CrobatV,Darkness,CSR
244/184,E,UmbreonV,Darkness,CSR
245/184,E,UmbreonVMAX,Darkness,CSR
246/184,D,EternatusV,Darkness,CSR
247/184,D,EternatusVMAX,Darkness,CSR
248/184,E,CorviknightV,Metal,CSR
249/184,E,CorviknightVMAX,Metal,CSR
250/184,D,ZacianV,Metal,CSR
251/184,D,ZamazentaV,Metal,CSR
252/184,E,RayquazaVMAX,Dragon,CSR
253/184,E,DuraludonVMAX,Dragon,CSR
254/184,E,BlisseyV,Colorless,CSR
255/184,E,Acerola's Premonition,Su,SR
256/184,D,Allister,Su,SR
257/184,D,Kabu,Su,SR
258/184,E,Friends in Galar,Su,SR
259/184,E,Raihan,Su,SR
260/184,E,Cook,Su,SR
261/184,D,Bea,Su,SR
262/184,E,Judge,Su,SR
263/184,D,Sordward & Shielbert,Su,SR
264/184,D,Piers,Su,SR
265/184,E,Professor Burnet,Su,SR
266/184,D,Professor's Research,Su,SR
267/184,E,Adventurer’s Discovery,Su,SR
268/184,E,Boss's Orders,Su,SR
269/184,E,Opal,Su,SR
270/184,E,Gordie,Su,SR
271/184,E,Café Master,Su,SR
272/184,E,Single Strike Style Mustard,Su,SR
273/184,E,Rapid Strike Style Mustard,Su,SR
274/184,E,Melony,Su,SR
275/184,D,Milo,Su,SR
276/184,E,Gloria,Su,SR
277/184,D,Nessa,Su,SR
278/184,E,Ice Rider CalyrexVMAX,Water,UR
279/184,D,PikachuVMAX,Lightning,UR
280/184,E,MewVMAX,Psychic,UR
281/184,E,Shadow Rider CalyrexVMAX,Psychic,UR
282/184,E,Single Strike UrshifuVMAX,Fighting,UR
283/184,E,Rapid Strike UrshifuVMAX,Fighting,UR
284/184,E,RayquazaVMAX,Dragon,UR
285/184,E,DuraludonVMAX,Dragon,UR
GRA,—,Grass Energy,Grass E,—
FIR,—,Fire Energy,Fire E,—
WAT,—,Water Energy,Water E,—
LIG,—,Lightning Energy,Lightning E,—
PSY,—,Psychic Energy,Psychic E,—
FIG,—,Fighting Energy,Fighting E,—
DAR,—,Darkness Energy,Darkness E,—
MET,—,Metal Energy,Metal E,—
